id,barrio,zona,latitud,longitud,distancia_km,tarifa_base,recargo_distancia,tarifa_total,tiempo_entrega_min
152,ALAMEDA DEL BOSQUE,Sector Terminal,4.1495,-73.631,3.8,6000,4000,10000,19
153,REMANSOS DEL LLANO,Sector Terminal,4.1281,-73.6266,3.8,6000,4000,10000,19
154,SAN GERARDO,Sector Terminal,4.13,-73.6339,3.8,6000,4000,10000,19
155,TERRA VELA,Sector Terminal,4.1251,-73.6248,3.8,6000,4000,10000,19
156,AMARILO MORICHAL,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
157,AMARILO CIMARON,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
158,AMARILO ALBORADA,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
159,AMARILO PIEDEMONTE,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
160,AMARILO ARAUCO,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
161,AMARILO ZAINOS,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
162,"AMARILO PASOLLONO 1,2,3,4",Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
163,AMARILO ALCARABN,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
164,AMARILO MAPIRE,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
165,AMARILO OCARROS,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
166,AMARILO ARBOLEDA CAMPESTRE,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
167,AMARILO PRADO VERDE,Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
168,IV 4,Sector Amarilo,4.1106,-73.6005,6.6,6000,8000,14000,26
169,"AMARILO LLANO ALTO 1,2,3,4",Sector Amarilo,4.108,-73.605,6.6,6000,8000,14000,26
170,VILLA HERMOSA,Sector Los Centauros,4.1157,-73.6117,6.6,6000,8000,14000,26
171,CONDOMINIO CAMPSTRE CARACOLI,Sector Los Centauros,4.1082,-73.6096,6.6,6000,8000,14000,26
172,GIMNASIO LOS ALCAZARES,Sector Los Centauros,4.1156,-73.606,6.6,6000,8000,14000,26
173,LAS MERCEDES,Sector Los Centauros,4.1098,-73.6117,6.6,6000,8000,14000,26
174,MULTIFAMILIARES CENTAUROS,Sector Los Centauros,4.1118,-73.6094,6.6,6000,8000,14000,26
175,"BLOQUE A,B,C,D",Sector Los Centauros,4.1083,-73.6079,6.6,6000,8000,14000,26
176,PORTALES DE GRATAMIRA,Sector Los Centauros,4.1122,-73.6074,6.6,6000,8000,14000,26
177,BALCONES DE GRATAMIRA,Sector Los Centauros,4.1082,-73.6135,6.6,6000,8000,14000,26
178,"TORRES DE SALERMO 1,2",Sector Los Centauros,4.1141,-73.6111,6.6,6000,8000,14000,26
179,CONDOMINIO SANTA ANA,Sector Los Centauros,4.1165,-73.6093,6.6,6000,8000,14000,26
180,Página 670,Sector Los Centauros,4.1159,-73.6144,6.6,6000,8000,14000,26
181,CONDOMINIO LA FONTANA,Sector Los Centauros,4.1143,-73.6131,5.9,6000,7000,13000,24
182,CONDOMINIO SANTA PAULA,Sector Los Centauros,4.1079,-73.6091,5.9,6000,7000,13000,24
183,PRADOS DE MARICURE,Sector Los Centauros,4.1078,-73.6079,5.9,6000,7000,13000,24
184,UNIVERSIDAD UNIMINUTO,Sector Los Centauros,4.1123,-73.6113,5.9,6000,7000,13000,24
185,CANCHA SINTETICA QUARZO,Sector Los Centauros,4.1146,-73.6146,5.9,6000,7000,13000,24
186,RENAUULT CASATORO,Sector Barzal,4.1457,-73.6362,3.1,6000,3000,9000,17
187,CHEVROLET,Sector Barzal,4.1396,-73.634,3.1,6000,3000,9000,17
188,NISSAN,Sector Barzal,4.1401,-73.6385,3.1,6000,3000,9000,17
189,SUZUKI ALCALA MOTOR,Sector Barzal,4.1455,-73.6412,3.1,6000,3000,9000,17
190,CANCHA MONACO,Sector Barzal,4.1408,-73.6401,3.1,6000,3000,9000,17
191,BAR TERRAZA,Sector Barzal,4.1482,-73.6331,3.1,6000,3000,9000,17
192,7 DE AGOSTO,Sector Salud Barzal,4.1469,-73.64,3.8,6000,4000,10000,19
193,BARZAL BAJO,Sector Salud Barzal,4.1442,-73.6365,3.8,6000,4000,10000,19
194,BARZAL ALTO,Sector Salud Barzal,4.1435,-73.6375,3.8,6000,4000,10000,19
195,CLUB VILLAVICENCIO,Sector Salud Barzal,4.1462,-73.6342,3.8,6000,4000,10000,19
196,MESETAS,Sector Salud Barzal,4.1401,-73.6375,3.8,6000,4000,10000,19
197,ELECTRIFICADORA EMSA,Sector Salud Barzal,4.1455,-73.6334,3.8,6000,4000,10000,19
198,BALATA,Sector Salud Barzal,4.1487,-73.6389,3.8,6000,4000,10000,19
199,CAMOA,Sector Salud Barzal,4.1415,-73.6414,3.8,6000,4000,10000,19
200,SALLE,Sector Salud Barzal,4.1435,-73.6326,3.8,6000,4000,10000,19
201,POZO VEIENTE,Sector Salud Barzal,4.1485,-73.6321,3.8,6000,4000,10000,19
202,RECODO BARZAL,Sector Salud Barzal,4.1442,-73.6365,3.8,6000,4000,10000,19
203,AZOTEA,Sector Salud Barzal,4.1484,-73.6378,3.8,6000,4000,10000,19
204,HOSPITAL DEPARTAMENTAL,Sector Salud Barzal,4.1398,-73.6378,3.8,6000,4000,10000,19
205,HOSPITAL DE LA GENTE,Sector Salud Barzal,4.1451,-73.636,3.8,6000,4000,10000,19
206,LIGA CONTRA EL CANCER,Sector Salud Barzal,4.1416,-73.6335,3.8,6000,4000,10000,19
207,SOMOS,Sector Salud Barzal,4.1474,-73.6333,3.8,6000,4000,10000,19
208,CLINICA PRIMAVERA,Sector Salud Barzal,4.1458,-73.6341,3.8,6000,4000,10000,19
209,CLINICA META,Sector Salud Barzal,4.1459,-73.6341,3.8,6000,4000,10000,19
