id,barrio,zona,latitud,longitud,distancia_km,tarifa_base,recargo_distancia,tarifa_total,tiempo_entrega_min
215,CAJACOPI BARZAL,Sector Salud Barzal,4.1442,-73.6365,6.6,6000,8000,14000,26
216,CLINICA CARDIOVASCULAR,Sector Salud Barzal,4.141,-73.6316,6.6,6000,8000,14000,26
217,SALUDA TOTAL,Sector Salud Barzal,4.1405,-73.6408,6.6,6000,8000,14000,26
218,CAPILLAS DE LA FE,Sector Salud Barzal,4.1392,-73.6403,6.6,6000,8000,14000,26
219,IPS MONTANO MEDICAL BUQUE,Sector Salud Barzal,4.135,-73.642,6.6,6000,8000,14000,26
220,IPS CUIDAR BUQUE,Sector Salud Barzal,4.135,-73.642,6.6,6000,8000,14000,26
221,IPS CENTRO MEDICO DE,Sector Salud Barzal,4.1488,-73.6339,6.6,6000,8000,14000,26
222,REHABILITACION,Sector Salud Barzal,4.1426,-73.6335,6.6,6000,8000,14000,26
223,IPS CENTRO TERAPEUTICO,Sector Salud Barzal,4.1488,-73.6339,6.6,6000,8000,14000,26
224,INTEGRAL,Sector Salud Barzal,4.1406,-73.6319,6.6,6000,8000,14000,26
225,LABORATORIO CLINICO,Sector Salud Barzal,4.1392,-73.6344,6.6,6000,8000,14000,26
226,UNIDAD AMBULATORIA DE,Sector Salud Barzal,4.1435,-73.6321,6.6,6000,8000,14000,26
227,ALTA COMPLEJI,Sector Salud Barzal,4.142,-73.6329,6.6,6000,8000,14000,26
228,IPS MULTISALUD,Sector Salud Barzal,4.1439,-73.6409,6.6,6000,8000,14000,26
229,IPS PREVIS,Sector Salud Barzal,4.1404,-73.6322,6.6,6000,8000,14000,26
230,IPS REHABILITAR,Sector Salud Barzal,4.1458,-73.6398,6.6,6000,8000,14000,26
231,Página 741,Sector Grama,4.1629,-73.6454,5.9,6000,7000,13000,24
232,IPS SANTA BARBARA,Sector Grama,4.1594,-73.6429,5.9,6000,7000,13000,24
233,CLINICA OCULAR BUQUE,Sector Grama,4.135,-73.642,5.9,6000,7000,13000,24
234,EMPORIO,Sector Grama,4.1569,-73.6424,5.9,6000,7000,13000,24
235,TRIUNFO,Sector Grama,4.1601,-73.6397,5.9,6000,7000,13000,24
236,GALAN,Sector Grama,4.1539,-73.6387,5.9,6000,7000,13000,24
237,ALCACERES,Sector Grama,4.1574,-73.6427,5.9,6000,7000,13000,24
238,ESMERALDA,Sector Grama,4.159,-73.6414,5.9,6000,7000,13000,24
239,GRAMA,Sector Grama,4.1585,-73.6415,5.9,6000,7000,13000,24
240,ESCUELA DE CARABINEROS,Sector Grama,4.1592,-73.6454,5.9,6000,7000,13000,24
241,DOCE DE OCTUBRE,Sector Grama,4.1562,-73.6449,5.9,6000,7000,13000,24
242,SANTA JOSEFA MILITAR,Sector Grama,4.157,-73.6411,5.9,6000,7000,13000,24
243,SAN FELIPE,Sector Grama,4.155,-73.6412,5.9,6000,7000,13000,24
244,PANORAMA,Sector Grama,4.1572,-73.6403,5.9,6000,7000,13000,24
245,VIRREY,Sector Grama,4.1631,-73.642,5.9,6000,7000,13000,24
246,CAMPIÑA,Sector Grama,4.1547,-73.6439,5.9,6000,7000,13000,24
247,CHAPINERO BAJO,Sector Grama,4.1584,-73.64,5.9,6000,7000,13000,24
248,CHAPINERO ALTO,Sector Grama,4.154,-73.6413,5.9,6000,7000,13000,24
249,NUEVA GRANADA,Sector Grama,4.1563,-73.6426,5.9,6000,7000,13000,24
250,RONDINELA,Sector Grama,4.1578,-73.6379,5.9,6000,7000,13000,24
251,PRADERA,Sector Grama,4.1561,-73.6405,5.9,6000,7000,13000,24
252,CONDOMINIO PUERTA DEL SOL,Sector Grama Conjuntos Y Edificios,4.1564,-73.6393,5.9,6000,7000,13000,24
253,CONJUNTO RESIDENCIAL,Sector Grama Conjuntos Y Edificios,4.1577,-73.6375,5.9,6000,7000,13000,24
254,"CAMBULOS 1,2,3",Sector Grama Conjuntos Y Edificios,4.1607,-73.6465,5.9,6000,7000,13000,24
255,COJUNTO RESIDENCIAL SAN,Sector Grama Conjuntos Y Edificios,4.1593,-73.6444,5.9,6000,7000,13000,24
256,"ANGEL 1,2",Sector Grama Conjuntos Y Edificios,4.1596,-73.6445,5.9,6000,7000,13000,24
257,CONJUNTO PRADROS DE SAN,Sector Grama Conjuntos Y Edificios,4.1618,-73.645,5.9,6000,7000,13000,24
258,FRANCISCO,Sector Grama Conjuntos Y Edificios,4.1574,-73.6392,5.9,6000,7000,13000,24
259,"SAN ANGEL 1,2",Sector Grama Conjuntos Y Edificios,4.1555,-73.6367,5.9,6000,7000,13000,24
260,"LOS CAMBULOS 1,2,3",Sector Grama Conjuntos Y Edificios,4.1593,-73.6369,5.9,6000,7000,13000,24
261,PANORAMA DEL CAMPO,Sector Grama Conjuntos Y Edificios,4.161,-73.6368,5.9,6000,7000,13000,24
262,LA ARENERA,Sector Grama Conjuntos Y Edificios,4.1596,-73.6409,6.6,6000,8000,14000,26
263,CAUDAL,Sector Minima Caudal,4.1595,-73.638,5.9,6000,7000,13000,24
264,Página 742,Sector Minima Caudal,4.1545,-73.6383,5.9,6000,7000,13000,24
265,CONJUNTO TRIANGULO,Sector Minima Caudal,4.1621,-73.6388,5.9,6000,7000,13000,24
266,EDIFICIO MONTEBELLO,Sector Minima Caudal,4.164,-73.6412,5.9,6000,7000,13000,24
267,"TORRES DEL CAUDAL 1,2",Sector Minima Caudal,4.1595,-73.638,5.9,6000,7000,13000,24
268,TERRAZAS DEL LLANO,Sector Minima Caudal,4.1639,-73.6342,5.9,6000,7000,13000,24
269,TORRRES CLUB,Sector Minima Caudal,4.1643,-73.6356,5.9,6000,7000,13000,24
270,CLUB META,Sector Minima Caudal,4.1628,-73.6429,5.9,6000,7000,13000,24
271,EDIFICIO PLAZA,Sector Minima Caudal,4.1594,-73.6352,5.9,6000,7000,13000,24
272,ALAMEDA ORIENTAL CAUDAL,Sector Minima Caudal,4.1595,-73.638,5.9,6000,7000,13000,24
273,EDIFICIO COSTA BELLA CAUDAL,Sector Minima Caudal,4.1595,-73.638,5.9,6000,7000,13000,24
274,ALTO,Sector Minima Caudal,4.1435,-73.6375,5.9,6000,7000,13000,24
275,EDIDIFICIO ARAGUANEY,Sector Minima Caudal,4.163,-73.6362,5.9,6000,7000,13000,24
276,AGORA,Sector Minima Caudal,4.1548,-73.6387,5.9,6000,7000,13000,24
277,CONJUNTO,Sector Minima Caudal,4.1556,-73.6331,5.9,6000,7000,13000,24
278,HOTEL DEL LLANO,Sector Minima Caudal,4.1569,-73.6358,5.9,6000,7000,13000,24
