id,barrio,zona,latitud,longitud,distancia_km,tarifa_base,recargo_distancia,tarifa_total,tiempo_entrega_min
181,BAR TERRAZA,Sector Los Centauros,4.116,-73.6066,4.6,6000,7000,13000,24
182,7 DE AGOSTO,Sector Barzal,4.1469,-73.64,0.9,6000,3000,9000,17
183,BARZAL BAJO,Sector Barzal,4.1442,-73.6365,0.8,6000,3000,9000,17
184,BARZAL ALTO,Sector Barzal,4.1435,-73.6375,1.0,6000,3000,9000,17
185,CLUB VILLAVICENCIO,Sector Barzal,4.1462,-73.6342,1.0,6000,3000,9000,17
186,MESETAS,Sector Barzal,4.1401,-73.6375,1.0,6000,3000,9000,17
187,ELECTRIFICADORA EMSA,Sector Barzal,4.1455,-73.6334,0.8,6000,3000,9000,17
188,BALATA,Sector Barzal,4.1487,-73.6389,1.0,6000,3000,9000,17
189,CAMOA,Sector Barzal,4.1415,-73.6414,1.1,6000,3000,9000,17
190,SALLE,Sector Barzal,4.1435,-73.6326,1.0,6000,3000,9000,17
191,POZO VEIENTE,Sector Barzal,4.1485,-73.6321,0.9,6000,3000,9000,17
192,RECODO BARZAL,Sector Barzal,4.1442,-73.6365,0.8,6000,3000,9000,17
193,AZOTEA,Sector Barzal,4.1484,-73.6378,1.0,6000,3000,9000,17
194,HOSPITAL DEPARTAMENTAL,Sector Salud Barzal,4.1398,-73.6378,0.9,6000,4000,10000,19
195,HOSPITAL DE LA GENTE,Sector Salud Barzal,4.1451,-73.636,1.1,6000,4000,10000,19
196,LIGA CONTRA EL CANCER,Sector Salud Barzal,4.1416,-73.6335,0.8,6000,4000,10000,19
197,SOMOS,Sector Salud Barzal,4.1474,-73.6333,1.0,6000,3000,9000,17
198,CLINICA PRIMAVERA,Sector Salud Barzal,4.1458,-73.6341,0.6,6000,3000,9000,17
199,CLINICA META,Sector Salud Barzal,4.1459,-73.6341,0.8,6000,3000,9000,17
200,NUEVA CLINICA BARZAL,Sector Salud Barzal,4.1442,-73.6365,0.8,6000,3000,9000,17
201,SERVIMEDICOS,Sector Salud Barzal,4.1478,-73.6365,0.7,6000,3000,9000,17
202,SANITAS,Sector Salud Barzal,4.143,-73.6323,0.7,6000,3000,9000,17
203,CAJACOPI BARZAL,Sector Salud Barzal,4.1442,-73.6365,0.8,6000,5000,11000,21
204,CLINICA CARDIOVASCULAR,Sector Salud Barzal,4.141,-73.6316,0.9,6000,5000,11000,21
205,SALUDA TOTAL,Sector Salud Barzal,4.1405,-73.6408,1.0,6000,5000,11000,21
206,CAPILLAS DE LA FE,Sector Salud Barzal,4.1392,-73.6403,1.0,6000,5000,11000,21
207,IPS MONTANO MEDICAL BUQUE,Sector Salud Barzal,4.135,-73.642,2.0,6000,5000,11000,21
208,IPS CUIDAR BUQUE,Sector Salud Barzal,4.135,-73.642,2.0,6000,5000,11000,21
