id,sector,barrio,tarifa_base,recargo_distancia,tarifa_total,tiempo_estimado,distancia_aprox_km
1,SECTOR GENERAL,DIRECCUON: CARRERA 38 # 35B-25 BARRIO BARZAL,10000,0,10000,30-40 min,6.0
2,SECTOR MEDIO,CEIBA,10000,0,10000,30-40 min,6.0
3,SECTOR MEDIO,CEDRITOS,10000,0,10000,30-40 min,6.0
4,SECTOR MEDIO,BOSQUE BAJO,10000,0,10000,30-40 min,6.0
5,SECTOR MEDIO,SAUCES,10000,0,10000,30-40 min,6.0
6,SECTOR MEDIO,ROSALES,10000,0,10000,30-40 min,6.0
7,SECTOR MEDIO,CONJUNTO LLANO GRANDE,10000,0,10000,30-40 min,6.0
8,SECTOR MEDIO,COJUNTO SANTA LUCIA,10000,0,10000,30-40 min,6.0
9,SECTOR MEDIO,COJUNTO BARCELONA,10000,0,10000,30-40 min,6.0
10,SECTOR MEDIO,CONDOMINIO ROSALES,10000,0,10000,30-40 min,6.0
11,SECTOR MEDIO,POPULAR,10000,0,10000,30-40 min,6.0
12,SECTOR MEDIO,DOS MIL BAJO,10000,0,10000,30-40 min,6.0
13,SECTOR MEDIO,DOS MIL ALTO,10000,0,10000,30-40 min,6.0
14,SECTOR MEDIO,BAMBU,10000,0,10000,30-40 min,6.0
15,SECTOR MEDIO,SANTA HELENA,10000,0,10000,30-40 min,6.0
16,SECTOR MEDIO,JORDAN,10000,0,10000,30-40 min,6.0
17,SECTOR MEDIO,JORDAN PARAISO,10000,0,10000,30-40 min,6.0
18,SECTOR MEDIO,JORDAN ALTO,10000,0,10000,30-40 min,6.0
19,SECTOR MEDIO,SAN LUIS,10000,0,10000,30-40 min,6.0
20,SECTOR MEDIO,TRANSITO Y ACUEDUCTO,10000,0,10000,30-40 min,6.0
21,SECTOR MEDIO,MADRIGAL,10000,0,10000,30-40 min,6.0
22,SECTOR MEDIO,VILLA FABIOLA,10000,0,10000,30-40 min,6.0
23,SECTOR MEDIO,CAMINO REAL,10000,0,10000,30-40 min,6.0
24,SECTOR MEDIO,VILLA CRISTINA,10000,0,10000,30-40 min,6.0
25,SECTOR MEDIO,CASTILLA,10000,0,10000,30-40 min,6.0
26,SECTOR MEDIO,VAINILLA,10000,0,10000,30-40 min,6.0
27,SECTOR MEDIO,CARCEL,10000,0,10000,30-40 min,6.0
28,SECTOR MEDIO,RECREO,10000,0,10000,30-40 min,6.0
29,SECTOR MEDIO,SEIS DE ABRIL,10000,0,10000,30-40 min,6.0
30,SECTOR MEDIO,OLIMPICA,10000,0,10000,30-40 min,6.0
31,SECTOR GENERAL,MANANTIAL,10000,0,10000,30-40 min,6.0
32,SECTOR GENERAL,HIERBABUENA,10000,0,10000,30-40 min,6.0
33,SECTOR GENERAL,COFREN CATAMA,10000,0,10000,30-40 min,6.0
34,SECTOR GENERAL,PUESTO DE SALUD RECREO,10000,0,10000,30-40 min,6.0
35,SECTOR GENERAL,ALCALA,10000,0,10000,30-40 min,6.0
36,SECTOR GENERAL,FLORENCIA,10000,0,10000,30-40 min,6.0
37,SECTOR GENERAL,DESMONTADORA,10000,0,10000,30-40 min,6.0
